Division,Calendar_Week,Paid_Views,Organic_Views,Google_Impressions,Email_Impressions,Facebook_Impressions,Affiliate_Impressions,Overall_Views,Sales,month,weekofyear,year,week_sin,week_cos,is_black_friday,is_christmas,is_easter,is_summer_sale,Facebook_Impressions_adstock,Facebook_Impressions_adstock_log,Google_Impressions_adstock,Google_Impressions_adstock_log,Email_Impressions_adstock,Email_Impressions_adstock_log,Affiliate_Impressions_adstock,Affiliate_Impressions_adstock_log,Paid_Views_adstock,Paid_Views_adstock_log
R,2018-06-02,420,684,150160,189221.7164,21137,6251,933,83257,6,22,2018,0.46472317204376906,-0.8854560256532096,0,0,0,1,29612.77089919134,10.295994765205585,331695.33417741186,12.711975173253368,427845.7550209091,12.966520361432513,12251.283193256739,9.413467581728696,704.9723975142452,6.559576139723616
R,2018-06-09,835,73,136091,213213.1903,34340,6359,131,63954,6,23,2018,0.35460488704253584,-0.9350162426854147,0,0,0,1,49146.38544959567,10.802578928831716,301938.66708870593,12.617982498546786,427136.0678104545,12.964860242598695,12484.64159662837,9.432334590791031,1187.4861987571226,7.080435674412356
R,2018-06-16,492,893,122551,191860.4493,17769,6880,381,59935,6,24,2018,0.23931566428755768,-0.970941817426052,0,0,0,1,42342.19272479783,10.653562948666826,273520.33354435296,12.519134899792498,405428.4832052273,12.912702236564858,13122.320798314184,9.482146140098848,1085.7430993785613,6.99094052007056
R,2018-06-23,180,981,134774,224193.9744,11760,7897,747,40999,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,32931.096362398916,10.402203034516274,271534.1667721765,12.511846937674129,426908.21600261366,12.96432666071311,14458.160399157092,9.579083430344912,722.8715496892806,6.5846139590891175
R,2018-06-30,738,768,161470,210483.6827,15080,6944,712,83217,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,31545.548181199458,10.359219454097968,297237.08338608826,12.602288724215656,423937.79070130683,12.957344362239441,14173.080199578546,9.559170237571955,1099.4357748446403,7.0034615392858965
R,2018-07-07,694,971,218686,184199.3923,12518,5401,647,42166,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,28290.774090599727,10.250326373202459,367304.5416930441,12.813949319341761,396168.2876506534,12.88959689295437,12487.540099789272,9.4325667107627,1243.71788742232,7.126664186774018
R,2018-07-14,528,617,247387,262807.5463,56315,5904,413,64028,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,70460.38704529987,11.162820137272005,431039.27084652206,12.973956800559828,460891.6901253267,13.040920518581368,12147.770049894636,9.404983213183199,1149.85894371116,7.048263850135569
R,2018-07-21,798,999,197765,199539.8043,40485,8083,338,75338,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,75715.19352264993,11.234747333624501,413284.63542326103,12.931894244084699,429985.64936266333,12.97150943919394,14156.885024947318,9.558026993447037,1372.92947185558,7.225430140937604
R,2018-07-28,796,114,212599,208321.84,25309,9582,653,45917,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,63166.59676132497,11.053546739181797,419241.3177116305,12.946204355633565,423314.66468133166,12.95587343192242,16660.44251247366,9.720852497355109,1482.4647359277901,7.302135668587401
R,2018-08-04,150,726,199163,162695.0294,29177,13003,875,72887,8,31,2018,-0.5680647467311556,-0.8229838658936565,0,0,0,1,60760.29838066248,11.014708325485056,408783.65885581524,12.92094378990674,374352.36174066586,12.832955447825977,21333.22125623683,9.968067694193655,891.2323679638951,6.793726600856878
R,2018-08-11,374,304,209479,203178.5622,36061,5040,260,44788,8,32,2018,-0.663122658240795,-0.7485107481711013,0,0,0,1,66441.14919033124,11.104086911041668,413870.8294279076,12.933311614120495,390354.7430703329,12.874813764057942,15706.610628118415,9.661900627264773,819.6161839819475,6.710055501946129
R,2018-08-18,314,487,314562,234457.9307,55982,6512,568,52192,8,33,2018,-0.7485107481711011,-0.6631226582407952,0,0,0,1,89202.57459516561,11.398676391701997,521497.4147139538,13.164461513560154,429635.3022351664,12.97069432101627,14365.305314059207,9.572640834953758,723.8080919909737,6.585906919113155
R,2018-08-25,101,741,319235,237371.1278,115438,5452,164,76957,8,34,2018,-0.8229838658936564,-0.5680647467311559,0,0,0,1,160039.2872975828,11.983180858130662,579983.7073569769,13.270757015549094,452188.7789175832,13.021857235557691,12634.652657029605,9.444277673179934,462.90404599548685,6.1396777334172
R,2018-09-01,908,688,337372,188484.5477,91602,4670,261,60320,9,35,2018,-0.8854560256532096,-0.4647231720437691,0,0,0,0,171621.64364879142,12.05305341332586,627363.8536784884,13.349283554168139,414578.9371587916,12.935021086975487,10987.326328514802,9.30458874540129,1139.4520229977434,7.039179974200199
R,2018-09-08,338,910,321873,197041.6854,108692,4661,319,56025,9,36,2018,-0.9350162426854147,-0.3546048870425359,0,0,0,0,194502.8218243957,12.178207091330345,635554.9268392442,13.362255370207212,404331.15397939575,12.909991982467497,10154.663164257401,9.225786776092736,907.7260114988717,6.8120436312491055
R,2018-09-15,984,51,350395,192073.2737,77839,4187,814,60799,9,37,2018,-0.970941817426052,-0.23931566428755774,0,0,0,0,175090.41091219784,12.07306346459909,668172.463419622,13.412303094586742,394238.8506896979,12.884714761157706,9264.3315821287,9.134034926759979,1437.8630057494358,7.271608501347428
R,2018-09-22,474,142,324065,186301.9712,94980,3283,445,61170,9,38,2018,-0.992708874098054,-0.12053668025532357,0,0,0,0,182525.20545609892,12.114649033236672,658151.231709811,13.397191538731056,383421.3965448489,12.856892523497491,7915.16579106435,8.976662250296007,1192.9315028747178,7.085006924530335
R,2018-09-29,567,444,398645,163721.4903,94699,4655,775,79247,9,39,2018,-1.0,-1.8369701987210297e-16,0,0,0,0,185961.60272804945,12.133300871878061,727720.6158549055,13.497673858243202,355432.18857242446,12.78109257405802,8612.582895532174,9.061095642748185,1163.465751437359,7.060017678361506
R,2018-10-06,183,307,346708,150294.979,39359,3566,722,101756,10,40,2018,-0.992708874098054,0.1205366802553232,0,0,0,0,132339.80136402472,11.793135702890204,710568.3079274527,13.473821769865168,328011.0732862122,12.700805695488281,7872.291447766087,8.971231481140991,764.7328757186795,6.640833382705641
R,2018-10-13,263,1243,300713,149047.2332,49567,3865,1100,99184,10,41,2018,-0.9709418174260521,0.23931566428755738,0,0,0,0,115736.90068201236,11.659083436739833,655997.1539637264,13.393913253842582,313052.7698431061,12.654130243404435,7801.1457238830435,8.962154067652113,645.3664378593397,6.471366584230415
R,2018-10-20,195,1025,425466,147086.1228,41628,3138,1114,107457,10,42,2018,-0.9350162426854148,0.35460488704253557,0,0,0,0,99496.45034100619,11.50788729810486,753464.5769818632,13.532438611840387,303612.5077215531,12.623510815350352,7038.572861941522,8.859302774291736,517.6832189296699,6.251293328664492
R,2018-10-27,588,1378,369792,155853.1252,43889,2881,1213,85097,10,43,2018,-0.8854560256532101,0.464723172043768,0,0,0,0,93637.2251705031,11.447193967671518,746524.2884909316,13.523184771463866,307659.37906077655,12.636751788185874,6400.286430970761,8.76425425398818,846.841609464835,6.742693837054637
R,2018-11-03,80,1338,360181,152442.7693,78489,3297,1452,143764,11,44,2018,-0.822983865893657,0.5680647467311548,0,0,0,0,125307.61258525154,11.738534874238262,733443.1442454658,13.505506724034376,306272.45883038826,12.632233638169916,6497.143215485381,8.779271755919284,503.4208047324175,6.223410849735824
R,2018-11-10,494,2716,613689,315887.8977,91708,3040,2536,131223,11,45,2018,-0.7485107481711011,0.6631226582407953,0,0,0,0,154361.80629262578,11.947060995666563,980410.5721227329,13.795727734037193,469024.1271151941,13.058411621931857,6288.5716077426905,8.746648240497953,745.7104023662088,6.615677429063152
R,2018-11-17,434,2856,975416,310673.3211,125818,2591,2481,141877,11,46,2018,-0.6631226582407956,0.7485107481711007,0,0,0,0,202998.9031463129,12.220960780912051,1465621.2860613666,14.197790478887214,545185.384657597,13.208883005377489,5735.285803871346,8.65456720737557,806.8552011831043,6.694382836005146
R,2018-11-24,193,1586,1059206,315123.4504,283482,2570,1070,286413,11,47,2018,-0.5680647467311559,0.8229838658936564,1,0,0,0,384981.45157315646,12.860953031901643,1792016.6430306833,14.398852717909776,587716.1427287986,13.284001061358243,5437.642901935673,8.601284842172088,596.4276005915522,6.3926331059058485
R,2018-12-01,712,1129,652023,389661.5823,52952,3608,1169,173544,12,48,2018,-0.4647231720437684,0.88545602565321,1,0,0,0,245442.72578657823,12.410822977075874,1548031.3215153418,14.252495212445709,683519.6536643993,13.43501215219421,6326.821450967836,8.752711293336372,1010.2138002957761,6.9189066707438664
R,2018-12-08,10082,1250,318498,241574.2099,26395,3089,10435,131782,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,149116.36289328913,11.912488945302806,1092513.6607576709,13.903992625319665,583334.0367321996,13.276516977339666,6252.410725483918,8.740882309959005,10587.106900147888,9.267486659645465
R,2018-12-15,7521,1261,250595,200362.1188,50060,2444,8448,126777,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,124618.18144664456,11.733017817681878,796851.8303788354,13.588425286240856,492029.1371660998,13.106295248001112,5570.205362741959,8.625366712156326,12814.553450073945,9.458414825542079
R,2018-12-22,3165,2131,230241,195943.9442,26271,3036,4415,83086,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,88580.09072332228,11.391673690827913,628666.9151894178,13.351358439490745,441958.5127830499,12.998973556825947,5821.10268137098,8.669416760936539,9572.276725036972,9.166730821353688
R,2018-12-29,2196,1857,253247,275753.4844,14937,3366,3999,37484,12,52,2018,6.432490598706546e-16,1.0,0,1,0,0,59227.04536166114,10.989150447910351,567580.4575947089,13.249139555648979,496732.740791525,13.115809428708834,6276.55134068549,8.744735269522469,6982.138362518486,8.851253716843992
R,2019-01-05,1687,2008,234760,275228.7223,6943,4016,3259,55830,1,1,2019,0.12053668025532305,0.992708874098054,0,0,0,0,36556.522680830574,10.506642262901094,518550.22879735444,13.15879410369467,523595.0926957625,13.168475850606086,7154.275670342745,8.875605219598143,5178.069181259243,8.552380624368897
R,2019-01-12,2699,1781,221583,206161.1541,14966,4484,3771,41163,1,2,2019,0.23931566428755774,0.970941817426052,0,0,0,0,33244.26134041529,10.411667519849884,480858.11439867725,13.083329604725837,467958.70044788125,13.056137461037991,8061.137835171372,8.994934040426442,5288.034590629622,8.573391011152292
R,2019-01-19,3011,1555,226737,258505.0624,32089,4838,4269,57178,1,3,2019,0.3546048870425356,0.9350162426854148,0,0,0,0,48711.13067020764,10.793683367790306,467166.0571993386,13.054442196878576,492484.4126239406,13.107220120117944,8868.568917585686,9.090381474075896,5655.01729531481,8.640475265442102
R,2019-01-26,3650,2216,221958,211286.0004,108363,7173,4538,50599,1,4,2019,0.4647231720437685,0.8854560256532099,0,0,0,0,132718.56533510383,11.795993649807002,455541.02859966934,13.029243260579662,457528.20671197027,13.033596001467625,11607.284458792843,9.359474299673217,6477.508647657405,8.776245615891993
R,2019-02-02,2885,1141,272095,202853.2943,71827,5752,3530,45950,2,5,2019,0.5680647467311558,0.8229838658936564,0,0,0,0,138186.28266755192,11.836365164862622,499865.5142998347,13.12209637036079,431617.39765598514,12.975297138093367,11555.64222939642,9.355015635448275,6123.754323828703,8.72009392421317
R,2019-02-09,3137,1481,211666,203920.5935,42838,5679,3496,44875,2,6,2019,0.6631226582407952,0.7485107481711011,0,0,0,0,111931.14133377596,11.62564808570877,461598.7571499173,13.042453468070857,419729.29232799256,12.947367622861957,11456.82111469821,9.346427842584319,6198.877161914352,8.732284758242452
R,2019-02-16,3817,2802,160499,260549.7355,63285,5757,6566,95425,2,7,2019,0.7485107481711011,0.6631226582407953,0,0,0,0,119250.57066688797,11.688990579874648,391298.37857495865,12.87722822009338,470414.38166399626,13.061371374147589,11485.410557349105,9.348919924939109,6916.438580957176,8.841800832829785
R,2019-02-23,1430,1214,178630,171157.8496,23159,5479,2519,61602,2,8,2019,0.8229838658936564,0.5680647467311558,0,0,0,0,82784.28533344399,11.324005611216258,374279.1892874793,12.83275996512735,406365.0404319981,12.915009609825779,11221.705278674552,9.32569426219515,4888.219290478588,8.494787915423956
R,2019-03-02,813,1925,259964,234420.1759,10444,5075,1152,68992,3,9,2019,0.8854560256532098,0.4647231720437686,0,0,0,0,51836.14266672199,10.855862211195396,447103.59464373963,13.01054783871532,437602.696115999,12.989068976388788,10685.852639337276,9.276769539652557,3257.109645239294,8.08890244275141
R,2019-03-09,255,1226,259096,219126.5679,16059,5005,1284,56649,3,10,2019,0.9350162426854148,0.35460488704253557,0,0,0,0,41977.071333361,10.644902649807586,482647.7973218698,13.087044540451155,437927.91595799953,12.989811883854424,10347.926319668637,9.244638056082353,1883.554822619647,7.5414469036184295
R,2019-03-16,204,1546,264971,201563.0917,30140,6882,2164,53705,3,11,2019,0.970941817426052,0.23931566428755804,0,0,0,0,51128.5356666805,10.84211760660665,506294.8986609349,13.134876557314751,420527.04967899976,12.949266461709069,12055.963159834319,9.397397627612461,1145.7774113098235,7.044711036666482
R,2019-03-23,663,2795,316345,200761.194,33891,5058,2290,65467,3,12,2019,0.992708874098054,0.120536680255323,0,0,0,0,59455.26783334025,10.992996326895272,569492.4493304675,13.252502559310626,411024.71883949987,12.926411067772385,11085.98157991716,9.31352686835825,1235.8887056549117,7.120354397168534
