Division,Calendar_Week,Paid_Views,Organic_Views,Google_Impressions,Email_Impressions,Facebook_Impressions,Affiliate_Impressions,Overall_Views,Sales,month,weekofyear,year,week_sin,week_cos,is_black_friday,is_christmas,is_easter,is_summer_sale,Facebook_Impressions_adstock,Facebook_Impressions_adstock_log,Google_Impressions_adstock,Google_Impressions_adstock_log,Email_Impressions_adstock,Email_Impressions_adstock_log,Affiliate_Impressions_adstock,Affiliate_Impressions_adstock_log,Paid_Views_adstock,Paid_Views_adstock_log
I,2018-06-30,11,845,90457,545848.5187,35957,29938,164,74816,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,75387.64161501103,11.230411900937716,168599.01484349492,12.035284412589597,1097879.0705798636,13.908891669748991,57718.95334733871,10.963358204629316,459.9869420424667,6.133369717307989
I,2018-07-07,462,395,125033,475868.7144,29906,27381,78,56966,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,67599.82080750552,11.121375404080203,209332.50742174746,12.251683988414431,1024808.2496899317,13.840017055372808,56240.47667366936,10.937409782784039,691.9934710212333,6.541020577819741
I,2018-07-14,953,649,144045,680276.013,120793,32893,58,84105,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,154592.91040375276,11.948557024991972,248711.25371087372,12.424051899630689,1192680.1378449658,13.991714387773278,61013.23833683468,11.018862531276268,1298.9967355106166,7.170117032300796
I,2018-07-21,857,275,117954,517128.4388,108017,28717,538,106031,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,185313.45520187638,12.129809418954954,242309.62685543686,12.397975764098906,1113468.507722483,13.922991381130814,59223.61916841734,10.989092598755866,1506.4983677553082,7.318206845851374
I,2018-07-28,428,710,119452,539662.3063,69026,28954,978,85071,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,161682.72760093817,11.993397407235642,240606.8134277184,12.390923556757343,1096396.5601612416,13.907540418090198,58565.80958420867,10.97792342575809,1181.249183877654,7.075173991210915
I,2018-08-04,243,372,117346,420188.5047,78482,28889,203,73719,8,31,2018,-0.5680647467311556,-0.8229838658936565,0,0,0,1,159323.3638004691,11.978697427081594,237649.4067138592,12.378555993439216,968386.7847806208,13.783387890150522,58171.90479210434,10.97117497191563,833.624591938827,6.726982033262325
I,2018-08-11,798,119,125367,524291.4605,96825,25391,527,65031,8,32,2018,-0.663122658240795,-0.7485107481711013,0,0,0,1,176486.68190023454,12.081006361986473,244191.7033569296,12.405712960429078,1008484.8528903105,13.82396060840524,54476.95239605217,10.90555135560996,1214.8122959694135,7.103167688743834
I,2018-08-18,646,28,190087,606621.5775,153316,24316,61,97056,8,33,2018,-0.7485107481711011,-0.6631226582407952,0,0,0,1,241559.34095011727,12.394874579871898,312182.8516784648,12.651347561441497,1110864.0039451553,13.920649552638778,51554.47619802608,10.850413714608564,1253.4061479847069,7.134417550719901
I,2018-08-25,448,350,189105,615444.9835,289173,31049,13,104584,8,34,2018,-0.8229838658936564,-0.5680647467311559,0,0,0,1,409952.6704750586,12.92379943345432,345196.4258392324,12.751871781150953,1170876.9854725776,13.97326444028726,56826.23809901304,10.947771033761475,1074.7030739923534,6.980729749100841
I,2018-09-01,540,820,203789,487051.5,226533,24337,422,88717,9,35,2018,-0.8854560256532096,-0.4647231720437691,0,0,0,0,431509.3352375293,12.975046741101812,376387.2129196162,12.83837637089914,1072489.9927362888,13.885494531367959,52750.119049506524,10.87334026532195,1077.3515369961767,6.983188799419158
I,2018-09-08,159,78,198707,510295.9734,244083,22650,302,83527,9,36,2018,-0.9350162426854147,-0.3546048870425359,0,0,0,0,459837.6676187647,13.03863098437983,386900.60645980807,12.865925692811823,1046540.9697681444,13.861001924954737,49025.05952475326,10.800107262758667,697.6757684980884,6.549186784118437
I,2018-09-15,376,927,220699,496531.1762,198620,17158,243,101904,9,37,2018,-0.970941817426052,-0.23931566428755774,0,0,0,0,428538.83380938234,12.968138973748095,414149.30322990404,12.933984238200244,1019801.6610840722,13.835119697017392,41670.52976237663,10.637573435102784,724.8378842490442,6.587326689957208
I,2018-09-22,252,242,207446,480792.6113,192991,10538,204,98829,9,38,2018,-0.992708874098054,-0.12053668025532357,0,0,0,0,407260.41690469114,12.91721056021423,414520.651614952,12.934880487693748,990693.4418420361,13.806161432611313,31373.264881188315,10.353743246077949,614.4189421245221,6.422303242597085
I,2018-09-29,584,271,257536,424303.3896,187747,12809,619,106546,9,39,2018,-1.0,-1.8369701987210297e-16,0,0,0,0,391377.20845234557,12.877429656493145,464796.325807476,13.049356731077031,919650.110521018,13.731749649405671,28495.632440594156,10.25754119929615,891.2094710622611,6.79370093804049
I,2018-10-06,88,1064,249148,389199.7475,91489,12513,1119,118505,10,40,2018,-0.992708874098054,0.1205366802553232,0,0,0,0,287177.6042261728,12.567859615561373,481546.162903738,13.084759455379375,849024.8027605091,13.651844856775721,26760.816220297078,10.194731382652694,533.6047355311305,6.281527661748509
I,2018-10-13,458,1425,187717,386440.1993,108860,13931,1818,114778,10,41,2018,-0.9709418174260521,0.23931566428755738,0,0,0,0,252448.8021130864,12.438967704420985,428490.081451869,12.968025203388828,810952.6006802545,13.605966118982746,27311.40811014854,10.215096387444133,724.8023677655652,6.587277757057426
I,2018-10-20,683,1750,285516,379666.2718,103072,12874,1576,125551,10,42,2018,-0.9350162426854148,0.35460488704253557,0,0,0,0,229296.4010565432,12.34277513453206,499761.0407259345,13.121887345571022,785142.5721401272,13.573621874487417,26529.704055074268,10.186057984852566,1045.4011838827826,6.953112112088745
I,2018-10-27,186,1826,256967,401501.8825,104546,10955,2204,124269,10,43,2018,-0.8854560256532101,0.464723172043768,0,0,0,0,219194.2005282716,12.297717938416069,506847.5203629673,13.135967461526354,794073.1685700635,13.584932147164018,24219.852027537134,10.094969195164511,708.7005919413913,6.564843179603284
I,2018-11-03,853,2077,249754,394230.355,149116,10875,2375,152733,11,44,2018,-0.822983865893657,0.5680647467311548,0,0,0,0,258713.1002641358,12.463478870995486,503177.76018148364,13.128700773981265,791266.9392850318,13.581391924265704,22984.926013768567,10.042637395171612,1207.3502959706957,7.097011316566847
I,2018-11-10,507,4924,417055,817682.7959,242693,12639,4719,236844,11,45,2018,-0.7485107481711011,0.6631226582407953,0,0,0,0,372049.5501320679,12.826785011475215,668643.8800907418,13.413008376187564,1213316.265542516,14.00886870817239,24131.46300688428,10.091313225804752,1110.6751479853478,7.013623299024638
I,2018-11-17,555,4010,641908,802719.25,291131,9037,3996,259482,11,46,2018,-0.6631226582407956,0.7485107481711007,0,0,0,0,477155.77506603394,13.075600384772224,976229.940045371,13.791454456304338,1409377.382771258,14.158659301862766,21102.73150344214,9.957205152332671,1110.337573992674,7.01331959046559
I,2018-11-24,900,1789,797311,817472.5954,588103,9753,2369,407401,11,47,2018,-0.5680647467311559,0.8229838658936564,1,0,0,0,826680.887533017,13.625175241641877,1285425.9700226854,14.066601493512406,1522161.286785629,14.235642439042495,20304.36575172107,9.918640452847656,1455.168786996337,7.283564147172679
I,2018-12-01,2139,1268,552061,1009850.466,126197,11937,3326,338723,12,48,2018,-0.4647231720437684,0.88545602565321,1,0,0,0,539537.4437665085,13.198469319281546,1194773.9850113427,13.993468428555992,1770931.1093928146,14.38701658141291,22089.182875860533,10.002888575051717,2866.5843934981685,7.961225279607292
I,2018-12-08,14947,2181,220580,624509.4852,64957,12441,16085,253674,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,334725.72188325424,12.72106972232519,817966.9925056713,13.614578485853155,1509975.0398964072,14.227604341046941,23485.591437930267,10.064184960181835,16380.292196749084,9.703895242985931
I,2018-12-15,13412,2920,155652,519150.2601,122808,7857,15444,262319,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,290170.8609416271,12.578228650367084,564635.4962528357,13.243937433613626,1274137.7800482037,14.05778104171544,19599.795718965135,9.88332544230092,21602.146098374542,9.980594235768457
I,2018-12-22,6849,2777,143626,505846.5249,47739,9473,8782,154344,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,192824.43047081356,12.169540553242667,425943.74812641786,12.962064917606074,1142915.414924102,13.949093812302545,19272.897859482568,9.866507017003322,17650.07304918727,9.77855185650139
I,2018-12-29,5843,2665,149520,713661.4313,32327,13079,8971,76799,12,52,2018,6.432490598706546e-16,1.0,0,1,0,0,128739.21523540678,11.765551817466378,362491.87406320893,12.800760095326986,1285119.138762051,14.06636276514128,22715.448929741284,10.030844563512964,14668.036524593635,9.593494192401742
I,2019-01-05,4492,2969,145399,712621.3725,12441,13982,6077,82318,1,1,2019,0.12053668025532305,0.992708874098054,0,0,0,0,76810.60761770338,11.249111048570647,326644.93703160447,12.69663210189858,1355180.9418810257,14.119446277732873,25339.72446487064,10.140168043240351,11826.018262296817,9.378141876369044
I,2019-01-12,6826,2781,128259,534373.2299,31510,22092,9030,71474,1,2,2019,0.23931566428755774,0.970941817426052,0,0,0,0,69915.30380885169,11.155054145786398,291581.46851580223,12.583078155621338,1211963.7008405128,14.007753320468215,34761.86223243532,10.456304918694627,12739.009131148408,9.452502645856542
I,2019-01-19,6682,2240,140390,669864.5886,77281,24746,9063,89180,1,3,2019,0.3546048870425356,0.9350162426854148,0,0,0,0,112238.65190442585,11.628391613421087,286180.7342579011,12.564382322467177,1275846.4390202565,14.059121173842428,42126.93111621766,10.648466246627882,13051.504565574203,9.476735315070068
I,2019-01-26,8154,2819,133186,545267.9121,253383,26341,10377,81899,1,4,2019,0.4647231720437685,0.8854560256532099,0,0,0,0,309502.3259522129,12.642724117259752,276276.36712895054,12.529160593437473,1183191.131610128,13.983726540263755,47404.46555810883,10.766492808168909,14679.752282787102,9.59429254627697
I,2019-02-02,5677,1808,153922,524611.7226,177664,26640,6857,80479,2,5,2019,0.5680647467311558,0.8229838658936564,0,0,0,0,332415.16297610645,12.714142965859809,292060.1835644753,12.58471859205655,1116207.288405064,13.925448042864414,50342.232779054415,10.82661948551998,13016.87614139355,9.474078779675759
I,2019-02-09,7092,2109,147780,526863.6644,101467,23722,9155,79947,2,6,2019,0.6631226582407952,0.7485107481711011,0,0,0,0,267674.5814880532,12.497531009390052,293810.09178223764,12.590692294841961,1084967.308602532,13.897061335868855,48893.116389527204,10.797412348991452,13600.438070696775,9.517930806626422
I,2019-02-16,10346,3651,106931,673050.9813,124652,21413,13732,113573,2,7,2019,0.7485107481711011,0.6631226582407953,0,0,0,0,258489.2907440266,12.462613412240804,253836.04589111882,12.44444778850861,1215534.6356012658,14.01069538995666,45859.5581947636,10.73336072805094,17146.21903534839,9.74959128407221
I,2019-02-23,4077,2511,118791,442338.1706,52441,19995,6767,92219,2,8,2019,0.8229838658936564,0.5680647467311558,0,0,0,0,181685.6453720133,12.11003875345536,245709.0229455594,12.41190735110646,1050105.488400633,13.864402134515709,42924.779097381805,10.667227835802054,12650.109517674195,9.445500199216516
I,2019-03-02,90,2829,168104,607160.8684,26268,20533,2968,88853,3,9,2019,0.8854560256532098,0.4647231720437686,0,0,0,0,117110.82268600665,11.670884506795236,290958.5114727797,12.58093940064097,1132213.6126003165,13.939686106878655,41995.3895486909,10.645338930444057,6415.054758837097,8.766558684241398
I,2019-03-09,506,2204,169870,566884.7642,37933,21349,2811,83042,3,10,2019,0.9350162426854148,0.35460488704253557,0,0,0,0,96488.41134300333,11.477188554291118,315349.25573638984,12.661439223051957,1132991.5705001582,13.94037298261897,42346.69477434545,10.65366926587957,3713.5273794185487,8.220006729521366
I,2019-03-16,300,3101,174900,520947.5184,75680,30698,3429,99108,3,11,2019,0.970941817426052,0.23931566428755804,0,0,0,0,123924.20567150167,11.727433482532357,332574.62786819495,12.714622565449881,1087443.303650079,13.899340825599031,51871.347387172726,10.856541121520472,2156.7636897092743,7.676827635516798
I,2019-03-23,330,5608,211375,520592.6126,105461,22593,6393,102201,3,12,2019,0.992708874098054,0.120536680255323,0,0,0,0,167423.10283575085,12.028285410160047,377662.3139340975,12.841758373811272,1064314.2644250395,13.877842206146562,48528.67369358636,10.789930718568423,1408.3818448546372,7.250906479338859
I,2019-03-30,154,6665,131311,638682.46,139576,23631,7613,93971,3,13,2019,1.0,-1.6081226496766366e-16,0,0,0,0,223287.55141787542,12.316220166553647,320142.15696704877,12.676523540259817,1170839.5922125196,13.973232503691275,47895.33684679318,10.776794305459887,858.1909224273186,6.755991158553675
I,2019-04-06,2751,8047,145767,534592.8811,55155,18492,10367,79012,4,14,2019,0.992708874098054,-0.12053668025532288,0,0,0,0,166798.77570893773,12.024549424235243,305838.0784835244,12.630814355298545,1120012.6772062597,13.928851454988017,42439.66842339659,10.655862342448298,3180.0954612136593,8.064980901111388
I,2019-04-13,2414,6713,209120,519019.1131,111249,18104,8881,83243,4,15,2019,0.9709418174260521,-0.2393156642875575,0,0,0,0,194648.38785446886,12.178955208181197,362039.0392417622,12.799510090331783,1079025.4517031298,13.891569758956585,39323.8342116983,10.579611512067581,4004.0477306068296,8.295310777185957
I,2019-04-20,4691,6551,201766,564165.1746,150383,14354,11097,96883,4,16,2019,0.9350162426854148,-0.35460488704253545,0,0,1,0,247707.19392723445,12.420006694975674,382785.51962088107,12.855232722739407,1103677.900451565,13.914159612473561,34015.91710584915,10.434613241792142,6693.023865303415,8.808970446943198
I,2019-04-27,5369,4837,169504,654994.9989,127000,18751,9963,90160,4,17,2019,0.8854560256532099,-0.4647231720437685,0,0,1,0,250853.59696361722,12.432628755292095,360896.75981044053,12.796349983380916,1206833.9491257826,14.003511746011595,35758.958552924574,10.48458407025223,8715.511932651707,9.072974429155167
I,2019-05-04,7770,6194,200557,466819.4521,87141,11572,13156,83826,5,18,2019,0.8229838658936565,-0.5680647467311557,0,0,0,0,212567.79848180863,12.26702097250989,381005.37990522024,12.850571399126698,1070236.4266628912,13.883391075900708,29451.479276462287,10.290533371494266,12127.755966325854,9.40333443825536
I,2019-05-11,8833,7265,179059,383112.0266,112805,11915,15601,90072,5,19,2019,0.7485107481711013,-0.6631226582407951,0,0,0,0,219088.8992409043,12.297237423383963,369561.6899526101,12.82007566655625,918230.2399314456,13.73020453323248,26640.73963823114,10.190234424257664,14896.877983162927,9.608974064553866
I,2019-05-18,10106,8901,145272,452573.0503,171462,12705,18540,79880,5,20,2019,0.6631226582407952,-0.7485107481711012,0,0,0,0,281006.4496204521,12.546136459069281,330052.84497630503,12.707011086727306,911688.1702657228,13.723054388886366,26025.36981911557,10.166865526838283,17554.438991581465,9.773119094930799
I,2019-05-25,10453,7012,194276,440109.2799,189676,10145,16684,85189,5,21,2019,0.5680647467311558,-0.8229838658936564,0,0,0,0,330179.22481022606,12.707393920153352,359302.4224881525,12.791922498489454,895953.3650328615,13.705644758777028,23157.684909557785,10.050125147240433,19230.219495790734,9.864290252889866
I,2019-06-01,11913,9365,186237,384624.2593,65715,10709,21309,80284,6,22,2019,0.46472317204376906,-0.8854560256532096,0,0,0,1,230804.61240511303,12.349331130500289,365888.21124407626,12.810085865041234,832600.9418164308,13.632310945972373,22287.842454778893,10.011841493886488,21528.109747895367,9.977161240125671
I,2019-06-08,54477,12401,164461,358127.3744,153069,14166,65798,69510,6,23,2019,0.35460488704253584,-0.9350162426854147,0,0,0,1,268471.30620255653,12.500503044976691,347405.1056220381,12.758249707827671,774427.8453082154,13.559881062840947,25309.921227389445,10.1389912506401,65241.05487394768,11.085859553387111
I,2019-06-15,35722,13553,127572,384128.7301,162066,16409,48436,89210,6,24,2019,0.23931566428755768,-0.970941817426052,0,0,0,1,296301.65310127824,12.599136687626457,301274.55281101906,12.61578058279896,771342.6527541077,13.555889276656774,29063.960613694722,10.277288625023393,68342.52743697385,11.132302140330403
I,2019-06-22,17645,13749,80242,462519.7068,156601,11077,30647,84918,6,25,2019,0.12053668025532308,-0.992708874098054,0,0,0,1,304751.8265506391,12.627256322282093,230879.27640550953,12.349654571189541,848191.0331770538,13.650862343355378,25608.980306847363,10.150737410229876,51816.26371848692,10.855478649141991
I,2019-06-29,18103,12536,144900,475994.1189,95922,9767,30244,75030,6,26,2019,-3.216245299353273e-16,-1.0,0,0,0,1,248297.91327531956,12.422388594826671,260339.63820275478,12.469746199437724,900089.6354885269,13.710250743334292,22571.49015342368,10.024487193961523,44011.13185924346,10.692220598969216
I,2019-07-06,16447,11762,198718,443592.5799,81975,10788,27314,70493,7,27,2019,-0.12053668025532283,-0.992708874098054,0,0,0,1,206123.95663765978,12.236237849492731,328887.8191013774,12.703475036772243,893637.3976442635,13.70305649542482,22073.745076711843,10.002189477351658,38452.565929621735,10.55720671262628
I,2019-07-13,15364,20352,229774,280089.9502,208806,15824,35753,103521,7,28,2019,-0.23931566428755743,-0.9709418174260521,0,0,0,1,311867.9783188299,12.650338437305782,394217.9095506887,12.884661641983769,726908.6490221317,13.496557469593089,26860.87253835592,10.198463182403632,34590.28296481087,10.451356991871037
I,2019-07-20,13961,27347,198945,589820.8027,112108,14114,40392,88655,7,29,2019,-0.3546048870425356,-0.9350162426854148,0,0,0,1,268041.98915941495,12.498902653940366,396053.95477534435,12.889308255293514,953275.1272110658,13.767659885905509,27544.43626917796,10.223592148197726,31256.141482405434,10.350003156493104
I,2019-07-27,20331,23772,202282,373826.2175,137808,12156,43700,71120,7,30,2019,-0.46472317204376806,-0.8854560256532101,0,0,0,1,271828.9945797075,12.512932129944208,400308.9773876722,12.899994469445646,850463.781105533,13.653538280325769,25928.21813458898,10.163125725150564,35959.07074120272,10.49016445580283
I,2019-08-03,36507,29431,98182,294273.7714,58398,12390,65658,85346,8,31,2019,-0.5680647467311556,-0.8229838658936565,0,0,0,1,194312.49728985375,12.177228099189888,298336.4886938361,12.605980637074572,719505.6619527666,13.486321064408829,25354.109067294492,10.1407355298288,54486.535370601356,10.905727245697184
I,2019-08-10,20278,32528,119162,360481.701,82862,11487,52106,67786,8,32,2019,-0.663122658240795,-0.7485107481711013,0,0,0,1,180018.24864492688,12.100819061071263,268330.2443469181,12.499977482659746,720234.5319763833,13.4873335652426,24164.054533647246,10.092662840996988,47521.26768530068,10.7689536735482
I,2019-08-17,20430,31845,141442,393341.1479,119736,12239,51490,98352,8,33,2019,-0.7485107481711011,-0.6631226582407952,0,0,0,1,209745.12432246344,12.253653146554274,275607.12217345904,12.526735288563504,753458.4138881916,13.532430432145036,24321.02726682362,10.099137690616857,44190.633842650335,10.696290770572103
I,2019-08-24,19500,21640,175866,389491.4986,88492,12640,40848,116296,8,34,2019,-0.8229838658936564,-0.5680647467311559,0,0,0,1,193364.5621612317,12.17233778079541,313669.5610867295,12.656098545614244,766220.7055440957,13.549226839670318,24800.51363341181,10.118659963895913,41595.31692132517,10.635766906784784
I,2019-08-31,19110,13291,121195,423200.3274,85755,10705,31372,91211,8,35,2019,-0.8854560256532096,-0.4647231720437691,0,0,0,1,182437.28108061585,12.11416720894731,278029.78054336476,12.535487107922625,806310.6801720478,13.600225646704923,23105.256816705907,10.047858717700572,39907.658460662584,10.594348583362619
I,2019-09-07,20089,11829,179611,527849.9588,210287,8856,31672,107945,9,36,2019,-0.9350162426854147,-0.3546048870425359,0,0,0,0,301505.6405403079,12.616547319916144,318625.8902716824,12.671776074251426,931005.2988860239,13.744021321957073,20408.628408352954,9.923762049286019,40042.82923033129,10.59772986397957
I,2019-09-14,19213,9113,106610,671625.5415,188725,9726,28028,118589,9,37,2019,-0.970941817426052,-0.23931566428755774,0,0,0,0,339477.8202701539,12.735166838969038,265922.9451358412,12.490965626338815,1137128.190943012,13.944017390678097,19930.314204176477,9.90004735203516,39234.414615165646,10.577335051987976
I,2019-09-21,18813,8720,108466,680851.2292,313764,10221,27821,87858,9,38,2019,-0.992708874098054,-0.12053668025532357,0,0,0,0,483502.91013507696,13.088814680988756,241427.4725679206,12.394328528361873,1249415.324671506,14.038187059965136,20186.15710208824,9.912801894165682,38430.20730758282,10.5566250988235
I,2019-09-28,22827,10965,201962,402510.5342,894880,11548,34096,99342,9,39,2019,-1.0,-1.8369701987210297e-16,0,0,0,0,1136631.4550675384,13.943580461957579,322675.7362839603,12.684406284595273,1027218.196535753,13.842365899959482,21641.07855104412,9.982394779689933,42042.10365379141,10.646450648474035
I,2019-10-05,6719,12462,226563,581859.4581,249886,10792,18805,160106,10,40,2019,-0.992708874098054,0.1205366802553232,0,0,0,0,818201.7275337692,13.614865418050185,387900.86814198014,12.868507669456626,1095468.5563678765,13.906693647917118,21612.53927552206,9.981075215614919,27740.051826895706,10.2306686104858
I,2019-10-12,6357,7973,183972,619641.6977,283553,9431,13470,156731,10,41,2019,-0.9709418174260521,0.23931566428755738,0,0,0,0,692653.8637668847,13.448287122030454,377922.4340709901,12.842446898716865,1167375.9758839384,13.970269888997748,20237.26963776103,9.915330627541252,20227.025913447855,9.914824343267268
I,2019-10-19,9898,7854,168457,551849.3985,251488,11315,17908,143782,10,42,2019,-0.9350162426854148,0.35460488704253557,0,0,0,0,597814.9318834423,13.301038179335734,357418.21703549504,12.786664649247681,1135537.3864419693,13.94261744571766,21433.634818880513,9.972763342212378,20011.512956723927,9.904113004736312
I,2019-10-26,7948,9179,331360,542756.8377,219699,11777,16444,125579,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,518606.46594172117,13.158902548322684,510069.1085177475,13.142303462934551,1110525.5309209847,13.920344813000154,22493.817409440257,10.021040224302578,17953.756478361964,9.795610343681098
I,2019-11-02,8675,10715,396712,496914.3566,235994,9225,19821,117692,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,495297.23297086055,13.112915350976307,651746.5542588737,13.387412579213139,1052177.1220604924,13.86637297549519,20471.90870472013,9.926857764541124,17651.87823918098,9.778654122107895
I,2019-11-09,8254,13935,778189,799211.6737,396417,9573,21389,245721,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,644065.6164854303,13.375557441484325,1104062.2771294368,13.914507820417096,1325300.2347302462,14.097150338529278,19808.954352360066,9.893939835417356,17079.93911959049,9.7457184494136
I,2019-11-16,10082,19983,858052,1032025.82,614839,9044,29387,253605,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,936871.8082427152,13.750302808402203,1410083.1385647184,14.159159933314939,1694675.937365123,14.343002683205984,18948.477176180033,9.849531620482479,18621.969559795245,9.832151020381238
I,2019-11-23,6173,18432,739486,559219.0475,1207278,9520,23320,257747,11,47,2019,-0.5680647467311559,0.8229838658936564,1,0,0,0,1675713.9041213575,14.331750440615155,1444527.5692823592,14.183293576666095,1406557.0161825614,14.156656154680304,18994.23858809002,9.851943626116153,15483.984779897623,9.647626109513544
I,2019-11-30,6790,12962,842075,1030809.847,676205,10645,19199,467506,11,48,2019,-0.4647231720437684,0.88545602565321,1,0,0,0,1514061.9520606787,14.230307292075926,1564338.7846411797,14.262974430098138,1734088.3550912808,14.365992966189449,20142.11929404501,9.910618034818283,14531.992389948811,9.584176680986648
I,2019-12-07,7605,12817,371216,944591.8032,759443,9049,19788,483584,12,49,2019,-0.35460488704253595,0.9350162426854147,0,0,0,0,1516473.9760303395,14.231899104840661,1153385.3923205899,13.95821286220985,1811635.9807456404,14.409741403762117,19120.059647022506,9.85854560593909,14870.996194974407,9.607235273549607
I,2019-12-14,7453,14006,128177,564763.5828,692252,6793,20312,388475,12,50,2019,-0.2393156642875578,0.970941817426052,0,0,0,0,1450488.9880151697,14.1874119800828,704869.6961602949,13.46576965527108,1470581.5731728203,14.201169188526364,16353.029823511253,9.70222961834208,14888.498097487203,9.60841141775516
I,2019-12-21,6439,12114,101626,571482.0985,304750,7183,18685,240110,12,51,2019,-0.12053668025532363,0.992708874098054,0,1,0,0,1029994.4940075849,13.845064985446331,454060.84808014747,13.02598869699655,1306772.8850864102,14.083071974645284,15359.514911755627,9.63955552904054,13883.2490487436,9.53851031464445
I,2019-12-28,6964,12955,207998,390730.7764,119868,11004,19280,125268,12,52,2019,6.432490598706546e-16,1.0,0,1,0,0,634865.2470037924,13.361169621048541,435028.42404007376,12.983168949254674,1044117.2189432051,13.858683277549586,18683.757455877814,9.835463361149106,13905.6245243718,9.540120590075647
I,2020-01-04,23746,15967,104059,451563.1885,98495,9791,39031,132576,1,1,2020,0.12053668025532305,0.992708874098054,0,0,0,0,415927.6235018962,12.938268946401749,321573.2120200369,12.680983626566979,973621.7979716025,13.78877923653948,19132.878727938907,9.859215798177832,30698.8122621859,10.332011818318346
I,2020-01-11,6992,20910,92588,598820.862,136639,11205,27011,101193,1,2,2020,0.23931566428755774,0.970941817426052,0,0,0,0,344602.8117509481,12.750150664393049,253374.60601001844,12.442628275502871,1085631.7609858012,13.89767356481625,20771.439363969454,9.941382356481775,22341.40613109295,10.01424177188577
I,2020-01-18,14620,19530,109029,568018.6651,165782,12769,34877,113130,1,3,2020,0.3546048870425356,0.9350162426854148,0,0,0,0,338083.40587547404,12.731050864814996,235716.30300500922,12.370388497366834,1110834.5455929006,13.920623033896401,23154.719681984727,10.049997099493591,25790.703065546477,10.157808132582922
I,2020-01-25,19471,18402,186338,469408.209,131693,12554,37370,93176,1,4,2020,0.4647231720437685,0.8854560256532099,0,0,0,0,300734.702937737,12.613987094677821,304196.1515025046,12.625431294866395,1024825.4817964502,13.8400338701719,24131.359840992365,10.09130895081167,32366.35153277324,10.384905524999388
I,2020-02-01,22043,22106,201885,1463538.804,47666,11026,44114,99684,2,5,2020,0.5680647467311558,0.8229838658936564,0,0,0,0,198033.3514688685,12.196195786895641,353983.0757512523,12.777007207350588,1975951.544898225,14.496561141261804,23091.679920496183,10.047270959732122,38226.175766386616,10.551301949161335
I,2020-02-08,21191,22468,212286,536544.0354,171676,9279,44126,95393,2,6,2020,0.6631226582407952,0.7485107481711011,0,0,0,0,270692.6757344343,12.50874311269348,389277.5378756261,12.87205040203934,1524519.8078491124,14.237190694283592,20824.839960248093,9.943949800447239,40304.08788319331,10.604232990169196
I,2020-02-15,19658,26377,160374,423722.6608,316885,11496,46203,146819,2,7,2020,0.7485107481711011,0.6631226582407953,0,0,0,0,452231.33786721714,13.021951348580528,355012.76893781306,12.779911853445723,1185982.5647245562,13.986083000707326,21908.419980124047,9.994671959401312,39810.043941596654,10.591899638750183
I,2020-02-22,18131,27272,154126,610484.3883,331037,12525,44696,132464,2,8,2020,0.8229838658936564,0.5680647467311558,0,0,0,0,557152.6689336086,13.230596367634543,331632.38446890656,12.711785374102433,1203475.670662278,14.00072515144096,23479.209990062023,10.06391321726073,38036.02197079833,10.546315226812379
I,2020-02-29,12795,20405,148002,439492.1249,178118,10444,33584,117967,2,9,2020,0.8854560256532098,0.4647231720437686,0,0,0,0,456694.3344668043,13.031771783370536,313818.1922344533,12.656572278132478,1041229.9602311391,13.855914186803705,22183.60499503101,10.00715385860744,31813.010985399163,10.367662068759032
J,2018-01-06,152,740,708,381381.4745,56793,21507,886,48639,1,1,2018,0.12053668025532305,0.992708874098054,0,0,0,0,285140.16723340214,12.560739660244506,157617.09611722664,11.9679302728931,901996.4546155696,13.712366977106822,32598.802497515506,10.392061508978028,16058.505492699582,9.684056195787564
J,2018-01-13,948,429,226,552014.3451,10662,19701,83,54685,1,2,2018,0.23931566428755774,0.970941817426052,0,0,0,0,153232.08361670107,11.939715463475334,79034.54805861332,11.277653005666062,1003012.5724077849,13.818519598664865,36000.40124875776,10.491313140257349,8977.25274634979,9.102560570688752
J,2018-01-20,370,157,635,467833.4886,32168,24883,28,51576,1,3,2018,0.3546048870425356,0.9350162426854148,0,0,0,0,108784.04180835054,11.597129120573141,40152.27402930666,10.600459260989444,969339.7748038925,13.78437150583332,42883.20062437888,10.666258753268957,4858.626373174895,8.488716835991726
J,2018-01-27,459,899,325,455933.5807,52169,17252,881,53287,1,4,2018,0.4647231720437685,0.8854560256532099,0,0,0,0,106561.02090417527,11.576482450535968,20401.13701465333,9.923394929966083,940603.4681019462,13.754277998749659,38693.60031218944,10.563455342466291,2888.3131865874475,7.9687741011629925
