Division,Calendar_Week,Paid_Views,Organic_Views,Google_Impressions,Email_Impressions,Facebook_Impressions,Affiliate_Impressions,Overall_Views,Sales,month,weekofyear,year,week_sin,week_cos,is_black_friday,is_christmas,is_easter,is_summer_sale,Facebook_Impressions_adstock,Facebook_Impressions_lag_1,Google_Impressions_adstock,Google_Impressions_lag_1,Email_Impressions_adstock,Email_Impressions_lag_1,Affiliate_Impressions_adstock,Affiliate_Impressions_lag_1,Paid_Views_adstock,Paid_Views_lag_1
R,2018-06-16,492,893,122551,191860.4493,17769,6880,381,59935,6,24,2018,0.23931566428755768,-0.970941817426052,0,0,0,1,99976.79605902135,103295.0,432689.39413860673,460266.0,930624.9805032273,829765.8323,40832.46986538861,39109.0,870.716666466367,534.0
O,2018-06-16,264,404,1003314,1393158.153,114041,48728,434,244779,6,24,2018,0.23931566428755768,-0.970941817426052,0,0,0,1,164029.3980295107,17769.0,1219658.6970693034,122551.0,1858470.6432516137,191860.4493,69144.23493269431,6880.0,699.3583332331834,492.0
B,2018-06-16,752,589,1950768,2482384.307,427505,110696,814,638660,6,24,2018,0.23931566428755768,-0.970941817426052,0,0,0,1,509519.6990147553,114041.0,2560597.3485346516,1003314.0,3411619.628625807,1393158.153,145268.11746634715,48728.0,1101.6791666165918,264.0
Z,2018-06-16,832,354,501241,907970.5245,74587,30133,987,130393,6,24,2018,0.23931566428755768,-0.970941817426052,0,0,0,1,329346.84950737766,427505.0,1781539.6742673258,1950768.0,2613780.3388129035,2482384.307,102767.05873317357,110696.0,1382.839583308296,752.0
X,2018-06-16,528,836,198405,365326.6079,33034,11479,375,60640,6,24,2018,0.23931566428755768,-0.970941817426052,0,0,0,1,197707.42475368883,74587.0,1089174.8371336628,501241.0,1672216.7773064517,907970.5245,62862.52936658679,30133.0,1219.419791654148,832.0
E,2018-06-16,533,403,1035974,1318294.496,200072,114554,505,344839,6,24,2018,0.23931566428755768,-0.970941817426052,0,0,0,1,298925.7123768444,33034.0,1580561.4185668314,198405.0,2154402.884653226,365326.6079,145985.26468329338,11479.0,1142.709895827074,528.0
J,2018-06-23,589,483,110776,429952.123,19004,17650,293,43800,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,168466.8561884222,200072.0,901056.7092834157,1035974.0,1507153.565326613,1318294.496,90642.63234164669,114554.0,1160.354947913537,533.0
U,2018-06-23,942,58,436393,377260.0701,26625,16262,696,41873,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,110858.4280942111,19004.0,886921.3546417078,110776.0,1130836.8527633063,429952.123,61583.316170823346,17650.0,1522.1774739567686,589.0
S,2018-06-23,648,249,578419,1002534.607,61899,57743,725,106869,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,117328.21404710555,26625.0,1021879.6773208539,436393.0,1567953.033381653,377260.0701,88534.65808541168,16262.0,1409.0887369783843,942.0
P,2018-06-23,986,177,345789,658653.397,29489,27508,461,61272,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,88153.10702355277,61899.0,856728.8386604269,578419.0,1442629.9136908264,1002534.607,71775.32904270584,57743.0,1690.544368489192,648.0
T,2018-06-23,645,88,70213,148974.0187,13830,4792,627,21784,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,57906.55351177639,29489.0,498577.41933021345,345789.0,870288.9755454132,658653.397,40679.66452135292,27508.0,1490.272184244596,986.0
L,2018-06-23,575,204,533068,1011330.388,61003,22475,477,118645,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,89956.27675588819,13830.0,782356.7096651067,70213.0,1446474.8757727067,148974.0187,42814.832260676456,4792.0,1320.1360921222981,645.0
G,2018-06-23,733,710,501659,946525.9437,55807,51688,974,96749,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,100785.1383779441,61003.0,892837.3548325533,533068.0,1669763.3815863533,1011330.388,73095.41613033823,22475.0,1393.068046061149,575.0
W,2018-06-23,229,761,160234,561543.647,25498,26198,339,57028,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,75890.56918897205,55807.0,606652.6774162767,501659.0,1396425.3377931765,946525.9437,62745.708065169114,51688.0,925.5340230305745,733.0
N,2018-06-23,811,883,946,912385.6231,49007,48023,6,102645,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,86952.28459448603,25498.0,304272.3387081383,160234.0,1610598.2919965882,561543.647,79395.85403258455,26198.0,1273.7670115152873,229.0
K,2018-06-23,255,772,277638,611942.9757,32140,20180,852,51744,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,75616.14229724302,49007.0,429774.16935406916,946.0,1417242.121698294,912385.6231,59877.92701629228,48023.0,891.8835057576437,811.0
H,2018-06-23,635,86,165255,403427.9542,29345,16466,553,50343,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,67153.0711486215,32140.0,380142.0846770346,277638.0,1112049.015049147,611942.9757,46404.96350814614,20180.0,1080.9417528788217,255.0
V,2018-06-23,934,963,975466,1298733.954,104687,48963,912,182603,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,138263.53557431075,29345.0,1165537.0423385173,165255.0,1854758.4615245734,403427.9542,72165.48175407307,16466.0,1474.4708764394109,635.0
R,2018-06-23,180,981,134774,224193.9744,11760,7897,747,40999,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,80891.76778715538,104687.0,717542.5211692586,975466.0,1151573.2051622868,1298733.954,43979.74087703654,48963.0,917.2354382197054,934.0
M,2018-06-23,689,102,281216,523515.2159,29834,26547,810,50132,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,70279.88389357769,11760.0,639987.2605846294,134774.0,1099301.8184811433,224193.9744,48536.870438518265,7897.0,1147.6177191098527,180.0
Q,2018-06-23,898,202,408441,728982.8305,47020,34266,663,77598,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,82159.94194678884,29834.0,728434.6302923147,281216.0,1278633.7397405717,523515.2159,58534.43521925913,26547.0,1471.8088595549264,689.0
O,2018-06-23,752,391,1074141,1625236.445,79414,57886,186,180996,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,120493.97097339442,47020.0,1438358.3151461573,408441.0,2264553.314870286,728982.8305,87153.21760962956,34266.0,1487.904429777463,898.0
I,2018-06-23,598,733,76877,579462.2501,28527,30754,610,58669,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,88773.9854866972,79414.0,796056.1575730786,1074141.0,1711738.9075351427,1625236.445,74330.60880481478,57886.0,1341.9522148887315,752.0
Y,2018-06-23,114,687,158696,315296.1816,18042,12533,945,39172,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,62428.9927433486,28527.0,556724.0787865394,76877.0,1171165.6353675714,579462.2501,49698.30440240739,30754.0,784.9761074443658,598.0
C,2018-06-23,270,845,184,84130.30457,5275,4290,673,63436,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,36489.4963716743,18042.0,278546.0393932697,158696.0,669713.1222537857,315296.1816,29139.152201203695,12533.0,662.4880537221829,114.0
F,2018-06-23,146,874,369719,516289.9557,30312,27600,613,61338,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,48556.74818583715,5275.0,508992.01969663484,184.0,851146.5168268929,84130.30457,42169.576100601844,4290.0,477.24402686109147,270.0
B,2018-06-23,314,51,2119232,2895756.467,368141,116721,171,509332,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,392419.3740929186,30312.0,2373728.0098483176,369719.0,3321329.725413447,516289.9557,137805.7880503009,27600.0,552.6220134305457,146.0
X,2018-06-23,800,400,226017,426355.0806,23321,12799,48,44469,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,219530.6870464593,368141.0,1412881.0049241588,2119232.0,2087019.9433067234,2895756.467,81701.89402515045,116721.0,1076.311006715273,314.0
Z,2018-06-23,159,976,302536,578060.7358,32179,27555,268,55188,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,141944.34352322965,23321.0,1008976.5024620794,226017.0,1621570.7074533617,426355.0806,68405.94701257523,12799.0,697.1555033576365,800.0
D,2018-06-23,759,491,503138,968493.6908,67708,43960,690,97780,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,138680.17176161482,32179.0,1007626.2512310396,302536.0,1779279.0445266808,578060.7358,78162.97350628761,27555.0,1107.5777516788182,159.0
Z,2018-06-23,712,288,538413,1059085.641,49186,36934,781,95509,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,118526.08588080741,67708.0,1042226.1256155198,503138.0,1948725.1632633405,968493.6908,76015.4867531438,43960.0,1265.7888758394092,759.0
E,2018-06-23,769,661,1126779,1537005.004,142767,131827,975,253224,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,202030.0429404037,49186.0,1647892.06280776,538413.0,2511367.5856316704,1059085.641,169834.74337657192,36934.0,1401.8944379197046,712.0
A,2018-06-23,261,564,257999,394913.4299,33836,9592,913,68825,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,134851.02147020184,142767.0,1081945.03140388,1126779.0,1650597.222715835,1537005.004,94509.37168828596,131827.0,961.9472189598523,769.0
X,2018-06-30,310,319,273926,402018.6716,29689,17009,146,75173,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,97114.51073510092,33836.0,814898.51570194,257999.0,1227317.2829579175,394913.4299,64263.68584414298,9592.0,790.9736094799262,261.0
C,2018-06-30,654,138,842,78935.42963,5977,4259,699,119573,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,54534.25536755046,29689.0,408291.25785097,273926.0,692594.0711089588,402018.6716,36390.84292207149,17009.0,1049.4868047399632,310.0
S,2018-06-30,442,105,701494,944827.9735,79228,56616,972,139372,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,106495.12768377524,5977.0,905639.6289254851,842.0,1291125.0090544794,78935.42963,74811.42146103574,4259.0,966.7434023699816,654.0
I,2018-06-30,11,845,90457,545848.5187,35957,29938,164,74816,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,89204.56384188762,79228.0,543276.8144627425,701494.0,1191411.0232272397,944827.9735,67343.71073051787,56616.0,494.3717011849908,442.0
L,2018-06-30,771,655,618071,952868.0506,76780,31002,507,202608,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,121382.28192094382,35957.0,889709.4072313713,90457.0,1548573.5622136197,545848.5187,64673.85536525893,29938.0,1018.1858505924954,11.0
T,2018-06-30,235,817,78221,139981.601,16823,5325,786,36799,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,77514.14096047191,76780.0,523075.70361568563,618071.0,914268.3821068099,952868.0506,37661.927682629466,31002.0,744.0929252962477,771.0
Z,2018-06-30,944,370,642256,997536.8056,60726,45406,748,127846,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,99483.07048023595,16823.0,903793.8518078428,78221.0,1454670.996653405,139981.601,64236.96384131473,5325.0,1316.046462648124,235.0
D,2018-06-30,877,398,604168,911767.1668,88225,47018,759,110897,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,137966.53524011798,60726.0,1056064.9259039215,642256.0,1639102.6651267025,997536.8056,79136.48192065736,45406.0,1535.023231324062,944.0
K,2018-06-30,604,463,337107,576379.5757,40253,22223,349,80110,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,109236.26762005899,88225.0,865139.4629519607,604168.0,1395930.9082633513,911767.1668,61791.24096032868,47018.0,1371.511615662031,877.0
U,2018-06-30,702,753,520346,355981.896,33649,17905,611,85420,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,88267.1338100295,40253.0,952915.7314759804,337107.0,1053947.3501316756,576379.5757,48800.62048016434,22223.0,1387.7558078310155,604.0
V,2018-06-30,500,526,1140748,1222974.089,125683,56456,12,251328,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,169816.56690501474,33649.0,1617205.8657379902,520346.0,1749947.7640658377,355981.896,80856.31024008217,17905.0,1193.8779039155079,702.0
J,2018-06-30,723,618,138165,405401.1538,25649,17744,614,66047,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,110557.28345250737,125683.0,946767.9328689951,1140748.0,1280375.0358329187,1222974.089,58172.15512004108,56456.0,1319.938951957754,500.0
Y,2018-06-30,854,577,191621,297689.6791,21686,13515,349,47870,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,76964.64172625369,25649.0,665004.9664344976,138165.0,937877.1970164594,405401.1538,42601.07756002054,17744.0,1513.969475978877,723.0
M,2018-06-30,868,697,345054,492791.6865,38700,29268,697,63231,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,77182.32086312684,21686.0,677556.4832172488,191621.0,961730.2850082298,297689.6791,50568.53878001027,13515.0,1624.9847379894386,854.0
N,2018-06-30,723,189,922,860076.5308,63024,44248,90,172294,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,101615.16043156342,38700.0,339700.2416086244,345054.0,1340941.673304115,492791.6865,69532.26939000514,29268.0,1535.4923689947193,868.0
E,2018-06-30,981,739,1326999,1448372.989,185006,117185,877,359247,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,235813.5802157817,63024.0,1496849.1208043122,922.0,2118843.8256520573,860076.5308,151951.13469500258,44248.0,1748.7461844973595,723.0
O,2018-06-30,246,176,1279040,1530724.612,101817,58007,240,250731,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,219723.79010789085,185006.0,2027464.560402156,1326999.0,2590146.5248260284,1448372.989,133982.5673475013,117185.0,1120.3730922486798,981.0
R,2018-06-30,738,768,161470,210483.6827,15080,6944,712,83217,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,124941.89505394542,101817.0,1175202.280201078,1279040.0,1505556.9451130142,1530724.612,73935.28367375064,58007.0,1298.1865461243399,246.0
P,2018-06-30,110,477,405673,620658.6763,38328,25737,242,98648,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,100798.94752697271,15080.0,993274.140100539,161470.0,1373437.1488565071,210483.6827,62704.64183687532,6944.0,759.0932730621699,738.0
G,2018-06-30,816,875,606726,891304.9626,67662,50394,426,122412,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,118061.47376348636,38328.0,1103363.0700502694,405673.0,1578023.5370282535,620658.6763,81746.32091843766,25737.0,1195.546636531085,110.0
H,2018-06-30,605,738,197350,380055.2941,38264,17854,176,70373,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,97294.73688174319,67662.0,749031.5350251347,606726.0,1169067.0626141268,891304.9626,58727.16045921883,50394.0,1202.7733182655425,816.0
Z,2018-06-30,906,124,358722,544185.8036,42125,27586,646,73713,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,90772.36844087159,38264.0,733237.7675125673,197350.0,1128719.3349070633,380055.2941,56949.58022960942,17854.0,1507.3866591327712,605.0
A,2018-06-30,160,423,300068,372145.5745,41871,12818,413,90421,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,87257.1842204358,42125.0,666686.8837562837,358722.0,936505.2419535316,544185.8036,41292.79011480471,27586.0,913.6933295663856,906.0
W,2018-06-30,399,781,194082,528831.5346,33068,26833,585,72941,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,76696.5921102179,41871.0,527425.4418781418,300068.0,997084.1555767658,372145.5745,47479.395057402355,12818.0,855.8466647831929,160.0
Q,2018-06-30,905,450,467180,687217.6907,61840,35574,266,97487,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,100188.29605510895,33068.0,730892.7209390709,194082.0,1185759.768488383,528831.5346,59313.697528701174,26833.0,1332.9233323915964,399.0
B,2018-06-30,644,185,2375649,2727760.121,412954,113979,830,714253,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,463048.1480275545,61840.0,2741095.3604695355,467180.0,3320640.0052441913,687217.6907,143635.84876435058,35574.0,1310.4616661957982,905.0
F,2018-06-30,881,652,440486,486350.3505,40576,28250,895,88082,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,272100.07401377725,412954.0,1811033.6802347677,2375649.0,2146670.3531220956,2727760.121,100067.92438217529,113979.0,1536.230833097899,644.0
Q,2018-07-07,555,542,645216,598767.9246,51231,35482,688,74448,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,187281.03700688863,40576.0,1550732.8401173837,440486.0,1672103.1011610478,486350.3505,85515.96219108764,28250.0,1323.1154165489495,881.0
J,2018-07-07,3,84,183326,352910.6327,21782,18406,972,41550,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,115422.51850344431,51231.0,958692.4200586919,645216.0,1188962.1832805239,598767.9246,61163.98109554382,35482.0,664.5577082744747,555.0
H,2018-07-07,72,905,276094,330768.3755,31819,16568,125,43295,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,89530.25925172216,21782.0,755440.2100293459,183326.0,925249.467140262,352910.6327,47149.990547771915,18406.0,404.2788541372374,3.0
U,2018-07-07,597,39,741993,309691.7349,29322,16915,684,47811,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,74087.12962586108,31819.0,1119713.105014673,276094.0,772316.468470131,330768.3755,40489.99527388596,16568.0,799.1394270686187,72.0
E,2018-07-07,753,863,1763693,1262634.971,163221,114999,99,244322,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,200264.56481293053,29322.0,2323549.5525073363,741993.0,1648793.2052350654,309691.7349,135243.99763694298,16915.0,1152.5697135343094,597.0
P,2018-07-07,159,927,579696,540187.1006,30780,26190,881,65013,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,130912.28240646527,163221.0,1741470.7762536681,1763693.0,1364583.7032175327,1262634.971,93811.99881847149,114999.0,735.2848567671547,753.0
Y,2018-07-07,699,820,283215,259627.9611,17770,12572,549,35073,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,83226.14120323263,30780.0,1153950.388126834,579696.0,941919.8127087663,540187.1006,59477.999409235745,26190.0,1066.6424283835772,159.0
K,2018-07-07,802,941,472417,502408.44,32617,21504,707,47876,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,74230.07060161632,17770.0,1049392.1940634171,283215.0,973368.3463543832,259627.9611,51242.999704617876,12572.0,1335.3212141917886,699.0
V,2018-07-07,554,765,1626373,1066567.937,112892,48370,197,181219,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,150007.03530080814,32617.0,2151069.097031709,472417.0,1553252.1101771914,502408.44,73991.49985230895,21504.0,1221.6606070958942,802.0
D,2018-07-07,390,289,856134,794705.7787,73490,41311,315,97035,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,148493.51765040407,112892.0,1931668.5485158544,1626373.0,1571331.8337885956,1066567.937,78306.74992615447,48370.0,1000.8303035479471,554.0
X,2018-07-07,660,383,364638,349838.9498,24851,13742,732,48980,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,99097.75882520204,73490.0,1330472.2742579272,856134.0,1135504.8666942979,794705.7787,52895.374963077236,41311.0,1160.4151517739735,390.0
N,2018-07-07,972,648,77,749138.4219,53402,39928,349,115394,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,102950.87941260102,24851.0,665313.1371289636,364638.0,1316890.8552471488,349838.9498,66375.68748153863,13742.0,1552.207575886987,660.0
Z,2018-07-07,349,536,961258,869483.9548,48977,36344,40,92489,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,100452.4397063005,53402.0,1293914.5685644818,77.0,1527929.3824235743,749138.4219,69531.84374076931,39928.0,1125.1037879434934,972.0
F,2018-07-07,51,620,628022,424171.357,33918,26687,272,55540,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,84144.21985315025,48977.0,1274979.284282241,961258.0,1188136.0482117871,869483.9548,61452.921870384656,36344.0,613.5518939717467,349.0
R,2018-07-07,694,971,218686,184199.3923,12518,5401,647,42166,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,54590.109926575125,33918.0,856175.6421411205,628022.0,778267.4164058936,424171.357,36127.46093519233,26687.0,1000.7759469858734,51.0
B,2018-07-07,13,538,3089843,2377337.976,613344,92296,392,461785,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,640639.0549632875,12518.0,3517930.8210705603,218686.0,2766471.6842029467,184199.3923,110359.73046759616,5401.0,513.3879734929367,694.0
C,2018-07-07,920,241,583,69519.82691,4890,3255,414,48108,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,325209.5274816438,613344.0,1759548.4105352801,3089843.0,1452755.6690114734,2377337.976,58434.86523379808,92296.0,1176.6939867464685,13.0
A,2018-07-07,489,927,398603,323816.9932,38020,9479,574,47768,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,200624.7637408219,4890.0,1278377.20526764,583.0,1050194.8277057367,69519.82691,38696.43261689904,3255.0,1077.3469933732342,920.0
Z,2018-07-07,889,991,516358,474275.9289,34876,23031,151,53326,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,135188.38187041093,38020.0,1155546.60263382,398603.0,999373.3427528683,323816.9932,42379.21630844952,9479.0,1427.673496686617,489.0
O,2018-07-07,390,870,1703782,1334532.571,88884,56882,704,186323,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,156478.19093520546,34876.0,2281555.30131691,516358.0,1834219.2423764342,474275.9289,78071.60815422476,23031.0,1103.8367483433085,889.0
M,2018-07-07,740,278,493636,430140.7906,32418,26985,582,48184,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,110657.09546760273,88884.0,1634413.650658455,1703782.0,1347250.411788217,1334532.571,66020.80407711238,56882.0,1291.9183741716542,390.0
I,2018-07-07,462,395,125033,475868.7144,29906,27381,78,56966,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,85234.54773380136,32418.0,942239.8253292275,493636.0,1149493.9202941086,430140.7906,60391.40203855619,26985.0,1107.9591870858271,740.0
T,2018-07-07,822,448,109275,122086.8798,14371,4493,635,21092,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,56988.27386690068,29906.0,580394.9126646137,125033.0,696833.8399470543,475868.7144,34688.701019278094,27381.0,1375.9795935429136,462.0
W,2018-07-07,365,227,270658,461363.1754,27474,24733,718,54693,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,55968.13693345034,14371.0,560855.4563323068,109275.0,809780.0953735271,122086.8798,42077.35050963904,4493.0,1052.989796771457,822.0
L,2018-07-07,766,701,856854,830698.806,65592,22538,973,117046,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,93576.06846672518,27474.0,1137281.7281661534,270658.0,1235588.8536867634,461363.1754,43576.67525481952,24733.0,1292.4948983857284,365.0
G,2018-07-07,752,584,864802,776967.9109,57128,45497,857,118396,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,103916.03423336259,65592.0,1433442.8640830768,856854.0,1394762.3377433817,830698.806,67285.33762740975,22538.0,1398.2474491928642,766.0
S,2018-07-07,659,586,970105,823486.031,67726,55295,799,107025,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,119684.0171166813,57128.0,1686826.4320415384,864802.0,1520867.199871691,776967.9109,88937.66881370488,45497.0,1358.123724596432,752.0
E,2018-07-14,27,785,1994682,1805484.028,631412,123915,539,337547,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,691254.0085583406,67726.0,2838095.2160207694,970105.0,2565917.6279358454,823486.031,168383.83440685243,55295.0,706.061862298216,659.0
I,2018-07-14,953,649,144045,680276.013,120793,32893,58,84105,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,466420.0042791703,631412.0,1563092.6080103847,1994682.0,1963234.8269679227,1805484.028,117084.91720342622,123915.0,1306.030931149108,27.0
V,2018-07-14,772,494,1868309,1524617.709,428090,47881,966,248386,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,661300.0021395851,120793.0,2649855.3040051926,144045.0,2506235.1224839613,680276.013,106423.45860171311,32893.0,1425.0154655745541,953.0
F,2018-07-14,269,431,725499,606039.253,136811,26580,64,76311,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,467461.00106979255,428090.0,2050426.6520025963,1868309.0,1859156.8142419807,1524617.709,79791.72930085656,47881.0,981.5077327872771,772.0
H,2018-07-14,906,646,329194,472991.5266,111024,25893,643,65756,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,344754.5005348963,136811.0,1354407.3260012981,725499.0,1402569.9337209903,606039.253,65788.86465042828,26580.0,1396.7538663936384,269.0
L,2018-07-14,410,581,969860,1188243.607,267656,22852,782,178409,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,440033.25026744814,111024.0,1647063.663000649,329194.0,1889528.5738604954,472991.5266,55746.43232521414,25893.0,1108.3769331968192,906.0
J,2018-07-14,956,975,224156,504838.7826,84838,19623,721,61926,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,304854.62513372407,267656.0,1047687.8315003245,969860.0,1449603.0695302477,1188243.607,47496.216162607074,22852.0,1510.1884665984096,410.0
Q,2018-07-14,451,911,758971,856391.9847,184263,38721,522,101771,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,336690.31256686203,84838.0,1282814.9157501622,224156.0,1581193.5194651238,504838.7826,62469.10808130354,19623.0,1206.094233299205,956.0
P,2018-07-14,896,268,654550,773160.5571,123195,31027,254,86059,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,291540.156283431,184263.0,1295957.457875081,758971.0,1563757.316832562,856391.9847,62261.55404065177,38721.0,1499.0471166496025,451.0
O,2018-07-14,748,395,2004728,1908025.185,347452,65541,824,287071,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,493222.0781417155,123195.0,2652706.7289375407,654550.0,2689903.843416281,773160.5571,96671.77702032588,31027.0,1497.5235583248013,896.0
Z,2018-07-14,713,833,588454,678537.5598,134250,23014,679,73056,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,380861.03907085775,347452.0,1914807.3644687703,2004728.0,2023489.4815081405,1908025.185,71349.88851016294,65541.0,1461.7617791624007,748.0
B,2018-07-14,662,997,3601623,3399994.722,1467545,91588,145,611487,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,1657975.5195354288,134250.0,4559026.682234385,588454.0,4411739.462754071,678537.5598,127262.94425508147,23014.0,1392.8808895812003,713.0
R,2018-07-14,528,617,247387,262807.5463,56315,5904,413,64028,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,885302.7597677144,1467545.0,2526900.3411171925,3601623.0,2468677.2776770354,3399994.722,69535.47212754074,91588.0,1224.4404447906002,662.0
N,2018-07-14,385,691,513,1071112.93,214819,54251,794,162593,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,657470.3798838572,56315.0,1263963.1705585963,247387.0,2305451.5688385176,262807.5463,89018.73606377037,5904.0,997.2202223953001,528.0
C,2018-07-14,171,65,156,99008.92199,19996,4469,841,49500,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,348731.1899419286,214819.0,632137.5852792981,513.0,1251734.7064092588,1071112.93,48978.368031885184,54251.0,669.61011119765,385.0
S,2018-07-14,252,950,1129542,1177140.731,254116,66762,997,143507,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,428481.5949709643,19996.0,1445610.792639649,156.0,1803008.0842046293,99008.92199,91251.18401594259,4469.0,586.805055598825,171.0
