Division,Calendar_Week,Paid_Views,Organic_Views,Google_Impressions,Email_Impressions,Facebook_Impressions,Affiliate_Impressions,Overall_Views,Sales,month,weekofyear,year,week_sin,week_cos,is_black_friday,is_christmas,is_easter,is_summer_sale,Facebook_Impressions_adstock,Facebook_Impressions_lag_1,Google_Impressions_adstock,Google_Impressions_lag_1,Email_Impressions_adstock,Email_Impressions_lag_1,Affiliate_Impressions_adstock,Affiliate_Impressions_lag_1,Paid_Views_adstock,Paid_Views_lag_1
N,2019-10-26,12562,12039,640,855146.0006,335612,27112,24324,316379,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,662514.9883252676,398429.0,1418096.4258689804,2218516.0,1620323.0088749733,992131.0206,44827.342700485904,22772.0,30108.627268468314,22383.0
C,2019-10-26,897,1594,149,78711.4141,32935,910,1441,169398,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,364192.4941626338,335612.0,709197.2129344902,640.0,888872.9185374866,855146.0006,23323.671350242952,27112.0,15951.313634234157,12562.0
H,2019-10-26,6353,7010,636352,377272.9425,208736,6963,12436,105678,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,390832.2470813169,32935.0,990950.6064672451,149.0,821709.4017687433,78711.4141,18624.835675121474,910.0,14328.656817117078,897.0
W,2019-10-26,8452,9066,633118,525878.4912,187430,16063,17852,116050,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,382846.12354065845,208736.0,1128593.3032336226,636352.0,936733.1920843717,377272.9425,25375.417837560737,6963.0,15616.32840855854,6353.0
B,2019-10-26,75001,71609,7703308,2711861.688,1422217,73449,145588,1010111,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,1613640.0617703293,187430.0,8267604.651616812,633118.0,3180228.284042186,525878.4912,86136.70891878036,16063.0,82809.16420427927,8452.0
E,2019-10-26,32414,29542,3983788,1439717.429,731543,72558,61951,485776,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,1538363.0308851646,1422217.0,8117590.325808406,7703308.0,3029831.571021093,2711861.688,115626.35445939019,73449.0,73818.58210213963,75001.0
K,2019-10-26,11720,10482,1065395,572997.5997,238888,9758,22378,130708,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,1008069.5154425823,731543.0,5124190.162904203,3983788.0,2087913.3852105467,1439717.429,67571.1772296951,72558.0,48629.29105106981,32414.0
F,2019-10-26,19342,14602,1249145,483538.1693,212456,10554,33361,122957,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,716490.7577212912,238888.0,3811240.0814521015,1065395.0,1527494.8619052733,572997.5997,44339.58861484755,9758.0,43656.64552553491,11720.0
P,2019-10-26,5140,8780,1443474,616189.2215,231214,10603,12947,142600,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,589459.3788606456,212456.0,3349094.0407260507,1249145.0,1379936.6524526365,483538.1693,32772.79430742377,10554.0,26968.322762767453,19342.0
T,2019-10-26,3425,4653,288065,139019.1946,52364,2683,7297,34340,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,347093.6894303228,231214.0,1962612.0203630254,1443474.0,828987.5208263183,616189.2215,19069.397153711885,10603.0,16909.161381383725,5140.0
Z,2019-10-26,11063,11354,1072810,540919.863,241748,8242,21474,126335,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,415294.84471516137,52364.0,2054116.0101815127,288065.0,955413.6234131592,139019.1946,17776.698576855943,2683.0,19517.580690691862,3425.0
X,2019-10-26,8962,8122,871050,399940.0565,169348,8742,17243,113330,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,376995.4223575807,241748.0,1898108.0050907563,1072810.0,877646.8682065796,540919.863,17630.34928842797,8242.0,18720.79034534593,11063.0
G,2019-10-26,22239,18756,1817263,886251.7124,373598,20924,41533,213944,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,562095.7111787903,169348.0,2766317.002545378,871050.0,1325075.1465032897,399940.0565,29739.174644213985,8742.0,31599.395172672965,8962.0
S,2019-10-26,14975,14896,2353175,939532.8634,468877,21227,29479,253603,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,749924.8555893952,373598.0,3736333.501272689,1817263.0,1602070.4366516448,886251.7124,36096.58732210699,20924.0,30774.697586336482,22239.0
D,2019-10-26,23991,20743,1900298,906276.2018,489070,17696,44459,234386,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,864032.4277946976,468877.0,3768464.750636345,2353175.0,1707311.4201258225,939532.8634,35744.293661053496,21227.0,39378.34879316824,14975.0
V,2019-10-26,63399,46334,3490938,1216196.44,609634,28020,109742,367031,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,1041650.2138973488,489070.0,5375170.375318172,1900298.0,2069852.1500629112,906276.2018,45892.14683052675,17696.0,83088.17439658412,23991.0
I,2019-10-26,7948,9179,331360,542756.8377,219699,11777,16444,125579,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,740524.1069486744,609634.0,3018945.187659086,3490938.0,1577682.9127314556,1216196.44,34723.073415263374,28020.0,49492.08719829206,63399.0
L,2019-10-26,19124,21613,2198985,947793.7928,428819,17057,40687,316690,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,799081.0534743372,219699.0,3708457.5938295433,331360.0,1736635.2491657278,542756.8377,34418.53670763169,11777.0,43870.043599146025,7948.0
Y,2019-10-26,4726,6080,609290,295609.3104,137555,6069,10438,71907,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,537095.5267371687,428819.0,2463518.7969147717,2198985.0,1163926.934982864,947793.7928,23278.268353815845,17057.0,26661.021799573013,19124.0
O,2019-10-26,31095,26687,4459523,1522041.542,573111,25441,57360,381046,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,841658.7633685843,137555.0,5691282.398457386,609290.0,2104005.009491432,295609.3104,37080.13417690792,6069.0,44425.5108997865,4726.0
A,2019-10-26,11285,10191,928601,370228.0005,199638,6467,21006,135736,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,620467.3816842921,573111.0,3774242.199228693,4459523.0,1422230.505245716,1522041.542,25007.06708845396,25441.0,33497.75544989325,31095.0
U,2019-10-26,9424,8753,1666844,353466.754,178725,11959,18325,111518,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,488958.69084214605,199638.0,3553965.0996143464,928601.0,1064582.006622858,370228.0005,24462.53354422698,6467.0,26172.877724946626,11285.0
Q,2019-10-26,12694,12106,1497090,683213.9382,339809,13304,24794,161972,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,584288.345421073,178725.0,3274072.549807173,1666844.0,1215504.941511429,353466.754,25535.26677211349,11959.0,25780.43886247331,9424.0
R,2019-10-26,4024,4845,541846,209451.5042,87554,4786,8646,103480,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,379698.1727105365,339809.0,2178882.2749035866,1497090.0,817203.9749557144,683213.9382,17553.633386056747,13304.0,16914.219431236656,12694.0
M,2019-10-26,17366,12769,1121940,490538.6804,219519,13924,28763,128107,10,43,2019,-0.8854560256532101,0.464723172043768,0,0,0,0,409368.08635526826,87554.0,2211381.137451793,541846.0,899140.6678778572,209451.5042,22700.816693028373,4786.0,25823.109715618328,4024.0
F,2019-11-02,21208,18666,1402861,442751.2505,232428,10531,39116,133439,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,437112.0431776341,219519.0,2508551.5687258965,1121940.0,892321.5844389286,490538.6804,21881.40834651419,13924.0,34119.55485780916,17366.0
K,2019-11-02,13018,13127,1316756,524824.0772,249969,10873,25945,136143,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,468525.02158881706,232428.0,2571031.7843629485,1402861.0,970984.8694194644,442751.2505,21813.704173257094,10531.0,30077.77742890458,21208.0
S,2019-11-02,15667,18038,2941386,860353.7225,505260,19146,33175,289374,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,739522.5107944085,249969.0,4226901.892181475,1316756.0,1345846.157209732,524824.0772,30052.852086628547,10873.0,30705.88871445229,13018.0
M,2019-11-02,18463,15947,1263528,448551.0434,241322,12028,33670,110584,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,611083.2553972043,505260.0,3376978.9460907374,2941386.0,1121474.1220048661,860353.7225,27054.426043314274,19146.0,33815.944357226144,15667.0
Z,2019-11-02,22169,28341,2589880,908850.0356,423923,22656,50407,230055,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,729464.6276986022,241322.0,4278369.473045369,1263528.0,1469587.096602433,448551.0434,36183.21302165714,12028.0,39076.97217861307,18463.0
L,2019-11-02,19918,26391,2463639,868072.3653,474321,17069,46062,299459,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,839053.3138493011,423923.0,4602823.736522684,2589880.0,1602865.9136012164,908850.0356,35160.60651082857,22656.0,39456.486089306534,22169.0
P,2019-11-02,4539,9982,1722016,565202.7772,244863,8478,14686,152883,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,664389.6569246505,474321.0,4023427.868261342,2463639.0,1366635.7340006083,868072.3653,26058.303255414285,17069.0,24267.243044653267,19918.0
A,2019-11-02,11806,11485,962662,338882.8297,214581,6690,22609,118467,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,546775.8284623253,244863.0,2974375.934130671,1722016.0,1022200.6967003042,565202.7772,19719.151627707142,8478.0,23939.621522326634,4539.0
Z,2019-11-02,10938,13432,1199612,496127.8706,256833,7946,24452,106656,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,530220.9142311626,214581.0,2686799.9670653353,962662.0,1007228.2189501522,338882.8297,17805.57581385357,6690.0,22907.810761163317,11806.0
C,2019-11-02,1233,1195,99,72250.27245,35725,2092,2418,134013,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,300835.4571155813,256833.0,1343498.9835326676,1199612.0,575864.3819250761,496127.8706,10994.787906926786,7946.0,12686.905380581658,10938.0
D,2019-11-02,24110,24978,2044805,830158.364,504902,17028,47991,221103,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,655319.7285577906,35725.0,2716554.4917663336,99.0,1118090.554962538,72250.27245,22525.393953463394,2092.0,30453.45269029083,1233.0
N,2019-11-02,14483,14683,855,782563.7483,375844,13654,28491,298608,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,703503.8642788953,504902.0,1359132.2458831668,2044805.0,1341609.025781269,830158.364,24916.6969767317,17028.0,29709.726345145413,24110.0
Q,2019-11-02,13414,14827,1916410,625814.6768,354242,13449,28061,169251,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,705993.9321394477,375844.0,2595976.1229415834,855.0,1296619.1896906346,782563.7483,25907.34848836585,13654.0,28268.863172572706,14483.0
T,2019-11-02,3636,4683,299404,127526.8039,66759,3015,7783,35861,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,419755.9660697238,354242.0,1597392.0614707917,1916410.0,775836.3987453172,625814.6768,15968.674244182925,13449.0,17770.43158628635,13414.0
I,2019-11-02,8675,10715,396712,496914.3566,235994,9225,19821,117692,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,445871.9830348619,66759.0,1195408.0307353958,299404.0,884832.5559726586,127526.8039,17209.337122091463,3015.0,17560.215793143176,3636.0
O,2019-11-02,34180,32293,5252093,1393765.292,667317,24260,65409,373078,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,890252.991517431,235994.0,5849797.015367698,396712.0,1836181.5699863292,496914.3566,32864.668561045735,9225.0,42960.107896571586,8675.0
V,2019-11-02,69814,55257,3671566,1114460.451,671919,33096,124794,343814,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,1117045.4957587156,667317.0,6596464.507683849,5252093.0,2032551.2359931646,1393765.292,49528.33428052287,24260.0,91294.05394828579,34180.0
R,2019-11-02,4161,5723,582932,192048.0701,93659,4346,9264,91554,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,652181.7478793578,671919.0,3881164.2538419245,3671566.0,1208323.6880965824,1114460.451,29110.167140261434,33096.0,49808.02697414289,69814.0
U,2019-11-02,9495,11041,1882824,323903.393,193450,6828,20026,102974,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,519540.8739396789,93659.0,3823406.1269209622,582932.0,928065.2370482911,192048.0701,21383.083570130715,4346.0,34399.01348707145,4161.0
X,2019-11-02,9099,9936,965615,366161.0646,183519,7926,18421,108607,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,443289.43696983944,193450.0,2877318.0634604814,1882824.0,830193.6831241455,323903.393,18617.541785065358,6828.0,26298.506743535723,9495.0
G,2019-11-02,24963,23858,2140817,811588.2879,405972,23477,47318,200922,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,627616.7184849198,183519.0,3579476.0317302407,965615.0,1226685.1294620726,366161.0646,32785.77089253268,7926.0,38112.25337176786,9099.0
J,2019-11-02,7758,7837,527642,369446.7644,167857,9169,15586,101426,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,481665.3592424599,405972.0,2317380.01586512,2140817.0,982789.3291310363,811588.2879,25561.88544626634,23477.0,26814.12668588393,24963.0
B,2019-11-02,79201,86948,7949518,2484592.359,1675863,69402,165729,855045,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,1916695.6796212299,167857.0,9108208.00793256,527642.0,2975987.023565518,369446.7644,82182.94272313316,9169.0,92608.06334294197,7758.0
W,2019-11-02,9361,11245,731400,481766.4045,206349,22928,20012,105907,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,1164696.839810615,1675863.0,5285504.00396628,7949518.0,1969759.916282759,2484592.359,64019.47136156658,69402.0,55665.031671470984,79201.0
E,2019-11-02,34000,36627,4628895,1318638.259,802012,72060,70180,476120,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,1384360.4199053075,206349.0,7271647.00198314,731400.0,2303518.2171413796,481766.4045,104069.73568078328,22928.0,61832.515835735496,9361.0
Y,2019-11-02,5367,6997,774870,270825.9847,143144,6347,12578,99896,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,835324.2099526537,802012.0,4410693.50099157,4628895.0,1422585.0932706897,1318638.259,58381.86784039164,72060.0,36283.25791786775,34000.0
H,2019-11-02,7139,8419,777335,345520.2295,223006,6640,14351,97429,11,44,2019,-0.822983865893657,0.5680647467311548,0,0,0,0,640668.1049763269,143144.0,2982681.750495785,774870.0,1056812.776135345,270825.9847,35830.93392019582,6347.0,25280.628958933874,5367.0
X,2019-11-09,9493,13518,2464139,587957.6498,302057,8186,22675,198944,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,622391.0524881635,223006.0,3955479.8752478925,777335.0,1116364.0378676725,345520.2295,26101.46696009791,6640.0,22133.314479466935,7139.0
Q,2019-11-09,13493,19891,4050589,1006757.902,604660,12132,32303,331450,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,915855.5262440818,302057.0,6028328.937623946,2464139.0,1564939.9209338361,587957.6498,25182.733480048955,8186.0,24559.657239733468,9493.0
E,2019-11-09,35795,47239,8628125,2121113.899,1303362,68247,82692,811472,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,1761289.7631220408,604660.0,11642289.468811974,4050589.0,2903583.8594669183,1006757.902,80838.36674002447,12132.0,48074.828619866734,13493.0
P,2019-11-09,5273,12839,3424369,908712.4286,421533,9325,16978,276413,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,1302177.8815610204,1303362.0,9245513.734405987,8628125.0,2360504.358333459,2121113.899,49744.18337001224,68247.0,29310.414309933367,35795.0
D,2019-11-09,23158,31642,4678265,1335530.287,829756,16614,53116,404702,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,1480844.9407805102,421533.0,9301021.867202993,3424369.0,2515782.4661667296,908712.4286,41486.09168500612,9325.0,37813.20715496669,5273.0
Z,2019-11-09,21130,35493,6016998,1460901.007,716842,21078,55803,364275,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,1457264.470390255,829756.0,10667508.933601497,4678265.0,2718792.240083365,1335530.287,41821.04584250306,16614.0,40036.60357748334,23158.0
O,2019-11-09,32990,40521,10141086,2241716.592,1100788,22282,73148,697537,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,1829420.2351951275,716842.0,15474840.46680075,6016998.0,3601112.7120416826,1460901.007,43192.522921251526,21078.0,53008.30178874167,21130.0
Y,2019-11-09,5407,9256,1663697,435496.6201,241315,9330,14418,139019,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,1156025.1175975637,1100788.0,9401117.233400375,10141086.0,2236052.976120841,2241716.592,30926.261460625763,22282.0,31911.150894370836,32990.0
C,2019-11-09,1314,1466,751,115660.2647,57087,1441,2149,140189,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,635099.5587987818,241315.0,4701309.616700187,1663697.0,1233686.7527604206,435496.6201,16904.13073031288,9330.0,17269.575447185416,5407.0
A,2019-11-09,11209,13837,2084147,544602.2248,354647,7103,24908,214919,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,672196.7793993909,57087.0,4434801.808350094,751.0,1161445.6011802102,115660.2647,15555.06536515644,1441.0,19843.787723592708,1314.0
N,2019-11-09,14385,20256,408,1259311.91,633878,13642,34586,580262,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,969976.3896996954,354647.0,2217808.904175047,2084147.0,1840034.710590105,544602.2248,21419.53268257822,7103.0,24306.893861796354,11209.0
H,2019-11-09,6949,10004,1692079,556045.5269,352391,6299,16152,196814,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,837379.1948498477,633878.0,2800983.4520875234,408.0,1476062.8821950527,1259311.91,17008.766341289112,13642.0,19102.44693089818,14385.0
L,2019-11-09,19053,31743,5421846,1396309.761,769304,17015,50496,507201,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,1187993.597424924,352391.0,6822337.726043762,1692079.0,2134341.2020975263,556045.5269,25519.383170644556,6299.0,28604.22346544909,6949.0
S,2019-11-09,15558,24512,5638560,1384110.654,822771,18144,40005,481653,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,1416767.798712462,769304.0,9049728.86302188,5421846.0,2451281.255048763,1396309.761,30903.691585322278,17015.0,29860.111732724545,19053.0
G,2019-11-09,22703,29300,4421818,1305682.899,646674,18752,52655,369250,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,1355057.899356231,822771.0,8946682.43151094,5638560.0,2531323.5265243817,1384110.654,34203.84579266114,18144.0,37633.05586636227,15558.0
V,2019-11-09,65903,69586,7559093,1791633.535,1100181,27322,135501,574431,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,1777709.9496781155,646674.0,12032434.21575547,4421818.0,3057295.298262191,1305682.899,44423.922896330565,18752.0,84719.52793318113,22703.0
I,2019-11-09,8254,13935,778189,799211.6737,396417,9573,21389,245721,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,1285271.9748390578,1100181.0,6794406.107877735,7559093.0,2327859.3228310957,1791633.535,31784.961448165282,27322.0,50613.763966590566,65903.0
W,2019-11-09,8908,14531,1540784,775173.0756,333423,23686,22873,197943,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,976058.9874195289,396417.0,4937987.0539388675,778189.0,1939102.7370155477,799211.6737,39578.48072408264,9573.0,34214.88198329529,8254.0
R,2019-11-09,4349,7595,1468965,308368.0952,154125,3413,11225,126082,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,642154.4937097644,333423.0,3937958.5269694338,1540784.0,1277919.463707774,775173.0756,23202.24036204132,23686.0,21456.440991647643,8908.0
F,2019-11-09,20434,24202,2976988,712535.184,370681,10937,45141,222068,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,691758.2468548822,154125.0,4945967.263484716,1468965.0,1351494.9158538869,308368.0952,22538.120181020662,3413.0,31162.22049582382,4349.0
J,2019-11-09,6948,11136,1033617,593874.5892,268125,8958,17814,173190,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,614004.1234274411,370681.0,3506600.631742358,2976988.0,1269622.0471269435,712535.184,20227.06009051033,10937.0,22529.11024791191,20434.0
U,2019-11-09,9483,13595,3989440,520538.7106,317537,6669,22577,184072,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,624539.0617137206,268125.0,5742740.315871179,1033617.0,1155349.7341634717,593874.5892,16782.530045255167,8958.0,20747.555123955957,6948.0
Z,2019-11-09,10965,16680,2758542,797302.0643,416659,7941,27611,210829,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,728928.5308568603,317537.0,5629912.15793559,3989440.0,1374976.931381736,520538.7106,16332.265022627584,6669.0,21338.77756197798,9483.0
K,2019-11-09,12534,18137,2960433,844767.2848,419022,7378,30998,252408,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,783486.2654284302,416659.0,5775389.078967795,2758542.0,1532255.750490868,797302.0643,15544.132511313792,7941.0,23203.38878098899,10965.0
T,2019-11-09,3973,6246,1055792,205666.8744,106611,2219,8973,75293,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,498354.1327142151,419022.0,3943486.5394838974,2960433.0,971794.749645434,844767.2848,9991.066255656897,7378.0,15574.694390494495,12534.0
M,2019-11-09,17437,18721,2802947,721969.3211,395381,10132,35577,198920,11,45,2019,-0.7485107481711011,0.6631226582407953,0,0,0,0,644558.0663571076,106611.0,4774690.269741949,1055792.0,1207866.695922717,205666.8744,15127.533127828448,2219.0,25224.347195247246,3973.0
J,2019-11-16,9039,15762,1132036,767115.1682,446658,8864,23949,175294,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,768937.0331785538,395381.0,3519381.1348709743,2802947.0,1371048.5161613584,721969.3211,16427.766563914225,10132.0,21651.173597623623,17437.0
K,2019-11-16,14745,26940,3182888,1090467.929,774015,8257,41787,256013,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,1158483.516589277,446658.0,4942578.567435487,1132036.0,1775992.1870806792,767115.1682,16470.88328195711,8864.0,25570.58679881181,9039.0
S,2019-11-16,16770,35683,6404605,1787183.168,1257386,18054,51821,506745,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,1836627.7582946385,774015.0,8875894.283717744,3182888.0,2675179.26154034,1090467.929,26289.441640978555,8257.0,29555.293399405906,14745.0
N,2019-11-16,15036,28927,17,1625878.651,914068,12493,43807,569522,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,1832381.8791473191,1257386.0,4437964.141858872,6404605.0,2963468.2817701697,1787183.168,25637.720820489278,18054.0,29813.646699702953,16770.0
G,2019-11-16,24605,43157,4822663,1686932.43,1079054,19976,67863,407521,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,1995244.9395736596,914068.0,7041645.070929436,17.0,3168666.5708850846,1625878.651,32794.86041024464,12493.0,39511.823349851475,15036.0
X,2019-11-16,10580,20239,2216319,759568.6719,522257,8854,29950,204308,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,1519879.4697868298,1079054.0,5737141.535464718,4822663.0,2343901.9573425422,1686932.43,25251.43020512232,19976.0,30335.911674925737,24605.0
A,2019-11-16,13201,20528,2237438,703270.8082,579792,6926,33367,217094,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,1339731.734893415,522257.0,5106008.7677323595,2216319.0,1875221.7868712712,759568.6719,19551.71510256116,8854.0,28368.95583746287,10580.0
Q,2019-11-16,14423,28693,4312875,1299994.754,1056560,12086,42972,332978,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,1726425.8674467076,579792.0,6865879.38386618,2237438.0,2237605.6474356353,703270.8082,21861.85755128058,6926.0,28607.477918731434,13201.0
V,2019-11-16,71342,103176,7964044,2314323.909,2236555,24355,174496,623073,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,3099767.933723354,1056560.0,11396983.69193309,4312875.0,3433126.7327178176,1299994.754,35285.92877564029,12086.0,85645.73895936571,14423.0
H,2019-11-16,8137,15592,1832671,717646.5248,625380,5900,23520,197943,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,2175263.966861677,2236555.0,7531162.845966545,7964044.0,2434209.8911589086,2314323.909,23542.964387820146,24355.0,50959.86947968286,71342.0
M,2019-11-16,19003,28399,2807884,932504.3251,770668,12206,46305,219626,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,1858299.9834308384,625380.0,6573465.422983272,1832671.0,2149609.2706794543,717646.5248,23977.482193910073,5900.0,44482.934739841425,8137.0
Z,2019-11-16,13643,26039,2833209,1029772.851,926571,8787,39675,209377,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,1855720.991715419,770668.0,6119941.711491636,2807884.0,2104577.4863397274,932504.3251,20775.741096955036,12206.0,35884.46736992071,19003.0
I,2019-11-16,10082,19983,858052,1032025.82,614839,9044,29387,253605,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,1542699.4958577096,926571.0,3918022.855745818,2833209.0,2084314.5631698635,1029772.851,19431.87054847752,8787.0,28024.233684960356,13643.0
Z,2019-11-16,23364,51324,6226444,1886981.663,1459045,23603,74863,383284,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,2230394.747928855,614839.0,8185455.427872909,858052.0,2929138.9445849317,1032025.82,33318.93527423876,9044.0,37376.11684248018,10082.0
O,2019-11-16,37103,59531,10735172,2895714.823,1868190,22597,96602,771037,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,2983387.3739644275,1459045.0,14827899.713936456,6226444.0,4360284.295292466,1886981.663,39256.46763711938,23603.0,55791.058421240086,23364.0
U,2019-11-16,10362,20453,4231805,672801.4818,614787,6028,30510,174195,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,2106480.6869822135,1868190.0,11645754.856968228,10735172.0,2852943.6294462327,2895714.823,25656.23381855969,22597.0,38257.52921062004,37103.0
T,2019-11-16,4507,8587,589536,264833.8352,213267,1931,11616,85479,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,1266507.3434911068,614787.0,6412413.428484114,4231805.0,1691305.6499231164,672801.4818,14759.116909279845,6028.0,23635.76460531002,10362.0
R,2019-11-16,4824,9512,1334805,398665.7557,285371,4449,14650,153744,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,918624.6717455534,213267.0,4541011.714242057,589536.0,1244318.580661558,264833.8352,11828.558454639922,1931.0,16641.88230265501,4507.0
L,2019-11-16,22655,47060,5443282,1803189.369,1378379,15669,69336,525988,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,1837691.3358727768,285371.0,7713787.857121028,1334805.0,2425348.6593307788,398665.7557,21583.27922731996,4449.0,30975.941151327504,4824.0
Y,2019-11-16,5786,12776,1736634,562124.1857,426918,4779,18393,151564,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,1345763.6679363884,1378379.0,5593527.928560514,5443282.0,1774798.5153653894,1803189.369,15570.63961365998,15669.0,21273.970575663752,22655.0
P,2019-11-16,5266,18708,3817730,1173186.905,683792,8818,23424,259830,11,46,2019,-0.6631226582407956,0.7485107481711007,0,0,0,0,1356673.8339681942,426918.0,6614493.964280257,1736634.0,2060586.1626826948,562124.1857,16603.31980682999,4779.0,15902.985287831876,5786.0
